"x2","n","welfare","sPr","P","dChisq","dDev","dBhat"
868,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
869,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
870,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
871,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
872,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
873,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
874,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
875,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
876,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
877,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
878,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
879,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
880,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
881,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
882,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
883,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
884,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
885,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
886,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
887,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
888,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
889,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
890,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
891,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
892,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
893,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
894,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
895,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
896,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
897,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
898,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
899,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
900,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
901,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
902,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
903,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
904,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
905,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
906,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
907,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
908,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
909,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
910,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
911,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
912,1,0,-0.22492,0.04782,0.05059,0.09872,0.00037
913,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
914,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
915,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
916,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
917,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
918,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
919,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
920,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
921,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
922,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
923,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
924,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
925,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
926,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
927,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
928,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
929,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
930,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
931,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
932,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
933,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
934,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
935,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
936,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
937,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
938,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
939,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
940,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
941,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
942,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
943,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
944,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
945,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
946,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
947,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
948,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
949,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
950,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
951,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
952,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
953,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
954,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
955,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
956,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
957,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
958,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
959,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
960,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
961,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
962,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
963,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
964,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
965,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
966,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
967,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
968,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
969,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
970,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
971,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
972,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
973,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
974,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
975,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
976,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
977,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
978,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
979,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
980,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
981,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
982,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
983,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
984,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
985,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
986,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
987,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
988,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
989,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
990,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
991,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
992,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
993,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
994,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
995,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
996,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
997,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
998,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
999,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1000,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1001,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1002,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1003,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1004,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1005,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1006,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1007,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1008,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1009,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1010,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1011,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1012,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1013,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1014,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1015,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1016,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1017,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1018,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1019,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1020,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1021,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1022,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1023,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1024,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1025,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1026,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1027,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1028,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1029,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1030,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1031,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1032,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1033,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1034,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1035,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1036,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1037,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1038,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1039,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1040,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1041,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1042,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1043,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1044,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1045,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1046,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1047,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1048,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1049,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1050,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1051,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1052,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1053,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1054,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1055,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1056,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1057,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1058,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1059,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1060,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1061,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1062,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1063,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1064,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1065,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1066,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1067,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1068,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1069,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1070,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1071,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1072,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1073,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1074,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1075,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1076,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1077,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1078,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1079,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1080,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1081,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1082,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1083,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1084,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1085,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1086,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1087,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1088,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1089,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1090,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1091,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1092,1,0,-0.33706,0.1017,0.11361,0.21525,0.0004
1093,1,1,-0.30778,0.08613,0.09473,0.18105,0.00048
1094,1,1,-0.30778,0.08613,0.09473,0.18105,0.00048
1095,1,1,-0.30778,0.08613,0.09473,0.18105,0.00048
1096,1,1,-0.23223,0.05073,0.05393,0.10508,0.0005
1097,1,1,-0.23223,0.05073,0.05393,0.10508,0.0005
1098,1,1,-0.34805,0.1075,0.12114,0.22877,0.00069
1099,1,1,-0.34805,0.1075,0.12114,0.22877,0.00069
1100,1,1,-0.34805,0.1075,0.12114,0.22877,0.00069
1101,1,1,-0.30779,0.08548,0.09473,0.18113,0.00128
1102,1,1,-0.30779,0.08548,0.09473,0.18113,0.00128
1103,1,1,-0.46076,0.17403,0.2123,0.3853,0.00162
1104,1,1,-0.46076,0.17403,0.2123,0.3853,0.00162
1105,1,1,-0.46076,0.17403,0.2123,0.3853,0.00162
1106,1,1,-0.46076,0.17403,0.2123,0.3853,0.00162
1107,1,1,-0.46076,0.17403,0.2123,0.3853,0.00162
1108,1,1,-0.46076,0.17403,0.2123,0.3853,0.00162
1109,1,1,-0.46076,0.17403,0.2123,0.3853,0.00162
1110,1,1,-0.46076,0.17403,0.2123,0.3853,0.00162
1111,1,1,-0.46076,0.17403,0.2123,0.3853,0.00162
1112,1,1,-0.46076,0.17403,0.2123,0.3853,0.00162
1113,1,1,-0.34838,0.10672,0.12137,0.2293,0.00193
1114,1,1,-0.5211,0.21215,0.27154,0.48091,0.00228
1115,1,1,-0.5211,0.21215,0.27154,0.48091,0.00228
1116,1,6,0.25502,0.94132,0.06504,0.12618,0.00282
1117,1,2,-0.54055,0.2227,0.2922,0.51387,0.0058
1118,1,2,-0.54055,0.2227,0.2922,0.51387,0.0058
1119,1,2,-0.71643,0.33385,0.51327,0.8321,0.0124
1120,1,2,-0.71643,0.33385,0.51327,0.8321,0.0124
1121,1,2,-0.71643,0.33385,0.51327,0.8321,0.0124
1122,1,2,-0.81045,0.39043,0.65683,1.01524,0.01673
1123,1,2,-0.81045,0.39043,0.65683,1.01524,0.01673
1124,1,4,0.6145,0.73927,0.37761,0.64687,0.02668
1125,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1126,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1127,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1128,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1129,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1130,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1131,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1132,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1133,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1134,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1135,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1136,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1137,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1138,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1139,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1140,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1141,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1142,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1143,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1144,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1145,1,0,2.97729,0.1017,8.86427,4.58762,0.03122
1146,1,3,0.83049,0.60373,0.68972,1.06053,0.03503
1147,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1148,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1149,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1150,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1151,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1152,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1153,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1154,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1155,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1156,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1157,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1158,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1159,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1160,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1161,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1162,1,0,3.3653,0.08137,11.32524,5.0334,0.03594
1163,1,1,2.18688,0.17403,4.78244,3.52376,0.03647
1164,1,1,2.18688,0.17403,4.78244,3.52376,0.03647
1165,1,1,2.18688,0.17403,4.78244,3.52376,0.03647
1166,1,2,1.26532,0.39043,1.60103,1.92891,0.04079
1167,1,2,1.26532,0.39043,1.60103,1.92891,0.04079
1168,1,2,1.26532,0.39043,1.60103,1.92891,0.04079
1169,1,3,-0.75421,0.34591,0.56883,0.91321,0.04299
1170,1,0,4.44884,0.0482,19.79217,6.0786,0.04493
1171,1,0,4.44884,0.0482,19.79217,6.0786,0.04493
1172,1,0,4.44884,0.0482,19.79217,6.0786,0.04493
1173,1,0,4.44884,0.0482,19.79217,6.0786,0.04493
1174,1,0,4.44884,0.0482,19.79217,6.0786,0.04493
1175,1,0,4.44884,0.0482,19.79217,6.0786,0.04493
1176,1,0,4.44884,0.0482,19.79217,6.0786,0.04493
1177,1,0,4.44884,0.0482,19.79217,6.0786,0.04493
1178,1,0,4.44884,0.0482,19.79217,6.0786,0.04493
1179,1,0,4.44884,0.0482,19.79217,6.0786,0.04493
1180,1,0,4.44884,0.0482,19.79217,6.0786,0.04493
1181,1,0,4.44884,0.0482,19.79217,6.0786,0.04493
1182,1,1,2.88958,0.1075,8.34966,4.48604,0.04784
1183,1,1,2.88958,0.1075,8.34966,4.48604,0.04784
1184,1,1,2.88958,0.1075,8.34966,4.48604,0.04784
1185,1,1,2.88958,0.1075,8.34966,4.48604,0.04784
1186,1,1,2.88958,0.1075,8.34966,4.48604,0.04784
1187,1,2,1.42955,0.33385,2.04362,2.24718,0.04939
1188,1,2,1.42955,0.33385,2.04362,2.24718,0.04939
1189,1,0,5.02893,0.03811,25.29009,6.5478,0.05165
1190,1,0,5.02893,0.03811,25.29009,6.5478,0.05165
1191,1,0,5.02893,0.03811,25.29009,6.5478,0.05165
1192,1,1,3.26571,0.08613,10.66483,4.92888,0.05443
1193,1,1,3.26571,0.08613,10.66483,4.92888,0.05443
1194,1,1,3.26571,0.08613,10.66483,4.92888,0.05443
1195,1,1,3.26571,0.08613,10.66483,4.92888,0.05443
1196,1,2,1.88671,0.2227,3.55966,3.06352,0.07071
1197,1,3,-1.26527,0.60373,1.60091,1.94535,0.08132
1198,1,3,-1.26527,0.60373,1.60091,1.94535,0.08132
1199,1,4,0.92893,0.55914,0.86292,1.27251,0.08149
1200,1,3,1.24304,0.40529,1.54514,1.90203,0.08187
1201,1,3,1.40358,0.34777,1.97005,2.21898,0.09939
1202,1,4,-1.17816,0.55914,1.38807,1.79275,0.13108
1203,1,2,1.91157,0.22128,3.65411,3.13236,0.1402
1204,1,0,4.4782,0.04782,20.0543,6.1245,0.14524
1205,1,0,5.05961,0.03781,25.59967,6.58966,0.15401
1206,1,0,5.05961,0.03781,25.59967,6.58966,0.15401
1207,1,0,5.05961,0.03781,25.59967,6.58966,0.15401
1208,1,4,-1.32893,0.61846,1.76607,2.09958,0.15808
1209,1,0,7.55478,0.01727,57.07466,8.14363,0.18707
1210,1,0,7.55478,0.01727,57.07466,8.14363,0.18707
1211,1,0,7.55478,0.01727,57.07466,8.14363,0.18707
1212,1,5,-1.41803,0.63107,2.01082,2.34437,0.35295
1213,1,8,-10.83184,0.99145,117.32872,9.6335,1.34485
